Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","26/04/2021 14:32 UTC"
"Last updated:","08 December 2020"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=0DHmas
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:,all
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Female 0 - 4","Female 5 - 11","Female 12 - 17","Female 5 - 17","Female 18 - 59","Female 60",f_other,"Female total",f_unknown,"Male 0 - 4","Male 5 - 11","Male 12 - 17","Male 5 - 17","Male 18 - 59","Male 60","Male total",m_other,m_unknown,Total
2019,Tunisia,TUN,Ireland,IRL,0,0,0,,5,0,,5,,0,0,0,,0,0,0,,,5
2019,Turkey,TUR,Ireland,IRL,0,0,0,,0,0,,0,,0,0,0,,8,0,8,,,8
2019,Uganda,UGA,Ireland,IRL,0,0,5,,17,0,,22,,0,0,5,,10,0,15,,,37
2019,Ukraine,UKR,Ireland,IRL,0,5,0,,25,5,,35,,0,5,0,,41,0,46,,,81
2019,Uzbekistan,UZB,Ireland,IRL,0,0,0,,8,0,,8,,0,0,0,,9,0,9,,,17
2019,"Venezuela (Bolivarian Republic of)",VEN,Ireland,IRL,0,0,0,,14,5,,19,,0,0,5,,22,0,27,,,46
2019,Yemen,YEM,Ireland,IRL,0,5,0,,5,0,,10,,0,6,0,,0,0,6,,,16
2019,Zimbabwe,ZWE,Ireland,IRL,7,20,16,,209,0,,252,,8,17,11,,145,5,186,,,438
2019,Stateless,XXA,Ireland,IRL,0,0,0,,0,0,,0,,0,0,0,,7,0,7,,,106
2019,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,951142
2019,Iraq,IRQ,"Iran (Islamic Rep. of)",IRN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,28268
2019,Kuwait,KWT,"Iran (Islamic Rep. of)",IRN,0,0,0,,8,0,,8,,0,0,0,,0,0,0,,,8
2019,Pakistan,PAK,"Iran (Islamic Rep. of)",IRN,0,0,0,,5,0,,5,,0,0,0,,5,0,5,,,10
2019,Uzbekistan,UZB,"Iran (Islamic Rep. of)",IRN,0,0,0,,0,0,,0,,0,0,0,,7,0,7,,,7
2019,Afghanistan,AFG,Iraq,IRQ,0,10,0,,0,0,,10,,0,0,0,,5,0,5,,,15
2019,Eritrea,ERI,Iraq,IRQ,0,0,5,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,Palestinian,PSE,Iraq,IRQ,215,443,335,,2392,589,,3974,,191,467,389,,2236,598,3881,,,7855
2019,"Iran (Islamic Rep. of)",IRN,Iraq,IRQ,89,213,302,,1733,232,,2569,,90,237,285,,1618,241,2471,,,5040
2019,Iraq,IRQ,Iraq,IRQ,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1414632
2019,Lebanon,LBN,Iraq,IRQ,5,0,0,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,Somalia,SOM,Iraq,IRQ,0,0,0,,0,0,,0,,0,6,0,,0,0,6,,,6
2019,Sudan,SDN,Iraq,IRQ,0,0,0,,10,0,,10,,0,0,5,,42,27,74,,,84
2019,"Syrian Arab Rep.",SYR,Iraq,IRQ,21166,20890,11404,,60529,4136,,118125,,22582,21679,13603,,66415,3399,127678,,,245803
2019,Turkey,TUR,Iraq,IRQ,200,546,1122,,5045,650,,7563,,228,582,1170,,5107,516,7603,,,15166
2019,Stateless,XXA,Iraq,IRQ,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,47253
2019,Chad,TCD,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Dem. Rep. of the Congo",COD,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,210
2019,Eritrea,ERI,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12181
2019,Ethiopia,ETH,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,97
2019,Georgia,GEO,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Cote d'Ivoire",CIV,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Iran (Islamic Rep. of)",IRN,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Iraq,IRQ,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,"Dem. People's Rep. of Korea",PRK,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Nigeria,NGA,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,"Sierra Leone",SLE,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Sudan,SDN,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,3248
2019,"South Sudan",SSD,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,109
2019,Turkey,TUR,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Ukraine,UKR,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Stateless,XXA,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,42
2019,"Unknown ",,Israel,ISR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,205
2019,Afghanistan,AFG,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,17849
2019,Albania,ALB,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,809
2019,Algeria,DZA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,228
2019,Angola,AGO,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,34
2019,Egypt,EGY,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2379
2019,Argentina,ARG,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Armenia,ARM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,376
2019,Azerbaijan,AZE,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,97
2019,Bahrain,BHR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Burundi,BDI,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,29
2019,Benin,BEN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,297
2019,Bangladesh,BGD,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8974
2019,Bahamas,BHS,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Burkina Faso",BFA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1212
2019,Belarus,BLR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,40
2019,"Bolivia (Plurinational State of)",BOL,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,Brazil,BRA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,220
2019,"Bosnia and Herzegovina",BIH,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,667
2019,Cambodia,KHM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Central African Rep.",CAF,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,110
2019,Chad,TCD,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,473
2019,China,CHN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,241
2019,Chile,CHL,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,Cameroon,CMR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2217
2019,Congo,COG,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,421
2019,"Dem. Rep. of the Congo",COD,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,645
2019,Colombia,COL,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,690
2019,"Costa Rica",CRI,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Cuba,CUB,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,238
2019,"Cabo Verde",CPV,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Dominican Rep.",DOM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,29
2019,Ecuador,ECU,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,35
2019,"Equatorial Guinea",GNQ,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15
2019,Eritrea,ERI,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7118
2019,Ethiopia,ETH,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1319
2019,Gabon,GAB,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,38
2019,Gambia,GMB,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,12968
2019,Palestinian,PSE,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1086
2019,Georgia,GEO,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,732
2019,Ghana,GHA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5953
2019,Guinea-Bissau,GNB,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,909
2019,Guatemala,GTM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,17
2019,Guinea,GIN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,4868
2019,Haiti,HTI,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Honduras,HND,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,286
2019,Croatia,HRV,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,18
2019,"Cote d'Ivoire",CIV,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7659
2019,India,IND,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,396
2019,Indonesia,IDN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,"Iran (Islamic Rep. of)",IRN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2094
2019,Iraq,IRQ,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6994
2019,Israel,ISR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Jamaica,JAM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Jordan,JOR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,41
2019,Kazakhstan,KAZ,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,29
2019,Kenya,KEN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,124
2019,Kyrgyzstan,KGZ,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,101
2019,"Rep. of Korea",KOR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Kuwait,KWT,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,Liberia,LBR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,389
2019,Libya,LBY,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1436
2019,Lebanon,LBN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,372
2019,"Sri Lanka",LKA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,588
2019,Madagascar,MDG,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,23
2019,Mauritania,MRT,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,355
2019,"North Macedonia",MKD,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,77
2019,"Rep. of Moldova",MDA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,115
2019,Mexico,MEX,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,Mali,MLI,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15842
2019,Malaysia,MYS,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Malawi,MWI,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Morocco,MAR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1284
2019,Mozambique,MOZ,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Montenegro,MNE,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,84
2019,Mauritius,MUS,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,19
2019,Myanmar,MMR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,49
2019,Namibia,NAM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Nepal,NPL,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,130
2019,Niger,NER,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,676
2019,Nicaragua,NIC,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,47
2019,Nigeria,NGA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,25241
2019,Pakistan,PAK,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,20063
2019,Paraguay,PRY,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7
2019,Peru,PER,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,246
2019,Philippines,PHL,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,90
2019,"South Africa",ZAF,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,"Russian Federation",RUS,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,357
2019,Rwanda,RWA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,16
2019,"El Salvador",SLV,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,3291
2019,"Saudi Arabia",SAU,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,25
2019,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1202
2019,Senegal,SEN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,7991
2019,"Sierra Leone",SLE,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,795
2019,Somalia,SOM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,14029
2019,"Viet Nam",VNM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Sudan,SDN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1718
2019,"South Sudan",SSD,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,140
2019,Eswatini,SWZ,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,10
2019,"Syrian Arab Rep.",SYR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,4781
2019,"United Rep. of Tanzania",TZA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,31
2019,Tajikistan,TJK,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,11
2019,Turkmenistan,TKM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Timor-Leste,TLS,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Togo,TGO,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,982
2019,Tunisia,TUN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,713
2019,Turkey,TUR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,2845
2019,"United Arab Emirates",ARE,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Uganda,UGA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,80
2019,Ukraine,UKR,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6353
2019,"United States of America",USA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Uzbekistan,UZB,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,21
2019,"Venezuela (Bolivarian Republic of)",VEN,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1988
2019,"Western Sahara",ESH,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Yemen,YEM,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,151
2019,Zimbabwe,ZWE,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,30
2019,Stateless,XXA,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15839
2019,"Unknown ",,Italy,ITA,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,1630
2019,"Venezuela (Bolivarian Republic of)",VEN,Jamaica,JAM,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,121
2019,Afghanistan,AFG,Jordan,JOR,0,0,0,,0,0,,0,,0,0,0,,8,0,8,,,8
2019,Egypt,EGY,Jordan,JOR,5,10,14,,26,0,,55,,10,17,8,,26,0,61,,,116
2019,"Bosnia and Herzegovina",BIH,Jordan,JOR,0,0,0,,0,0,,0,,0,0,0,,9,0,9,,,9
2019,Bulgaria,BGR,Jordan,JOR,0,0,0,,0,0,,0,,0,5,0,,0,0,5,,,5
2019,"Central African Rep.",CAF,Jordan,JOR,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Chad,TCD,Jordan,JOR,0,0,0,,0,0,,0,,0,0,0,,8,0,8,,,8
2019,Eritrea,ERI,Jordan,JOR,0,0,0,,10,0,,10,,5,0,5,,11,0,21,,,31
2019,Ethiopia,ETH,Jordan,JOR,0,0,0,,12,0,,12,,0,0,0,,0,0,0,,,12
2019,Palestinian,PSE,Jordan,JOR,18,7,5,,33,0,,63,,0,15,0,,24,0,39,,,102
2019,"Iran (Islamic Rep. of)",IRN,Jordan,JOR,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Iraq,IRQ,Jordan,JOR,469,2241,2062,,9658,2373,,16803,,512,2548,2213,,10400,1895,17568,,,34371
2019,Jordan,JOR,Jordan,JOR,31,35,20,,1693,23,,1802,,29,22,11,,20,0,82,,,1884
2019,Kuwait,KWT,Jordan,JOR,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Libya,LBY,Jordan,JOR,0,5,5,,8,0,,18,,0,10,0,,7,0,17,,,35
2019,Lebanon,LBN,Jordan,JOR,0,0,0,,10,5,,15,,0,0,0,,0,0,0,,,15
2019,"Sri Lanka",LKA,Jordan,JOR,0,0,0,,8,0,,8,,0,0,0,,0,0,0,,,8
2019,Pakistan,PAK,Jordan,JOR,0,5,0,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,"Russian Federation",RUS,Jordan,JOR,0,8,9,,0,0,,17,,0,0,7,,0,0,7,,,24
2019,"Saudi Arabia",SAU,Jordan,JOR,8,5,0,,0,0,,13,,0,0,0,,0,0,0,,,13
2019,Somalia,SOM,Jordan,JOR,25,33,39,,237,5,,339,,34,34,43,,207,0,318,,,657
2019,Sudan,SDN,Jordan,JOR,229,176,94,,557,21,,1077,,275,228,101,,1248,66,1918,,,2995
2019,"South Sudan",SSD,Jordan,JOR,0,0,5,,0,0,,5,,0,0,6,,0,0,6,,,11
2019,"Syrian Arab Rep.",SYR,Jordan,JOR,47559,69461,44096,,151737,14723,,327576,,50292,73253,46332,,146766,10473,327116,,,654692
2019,Tunisia,TUN,Jordan,JOR,0,0,0,,8,0,,8,,0,0,0,,0,0,0,,,8
2019,"United States of America",USA,Jordan,JOR,0,0,7,,0,0,,7,,0,0,0,,0,0,0,,,7
2019,Yemen,YEM,Jordan,JOR,49,66,47,,196,13,,371,,29,67,55,,192,17,360,,,731
2019,Afghanistan,AFG,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,68
2019,Burundi,BDI,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,9
2019,Bangladesh,BGD,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,24
2019,China,CHN,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,56
2019,Cameroon,CMR,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,17
2019,"Dem. Rep. of the Congo",COD,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,20
2019,Ethiopia,ETH,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,31
2019,"Iran (Islamic Rep. of)",IRN,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,17
2019,Iraq,IRQ,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,13
2019,"Sri Lanka",LKA,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,58
2019,Myanmar,MMR,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,668
2019,Nigeria,NGA,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Pakistan,PAK,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,35
2019,Somalia,SOM,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Sudan,SDN,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,15
2019,"Syrian Arab Rep.",SYR,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,69
2019,Turkey,TUR,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,51
2019,Stateless,XXA,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,697
2019,"Unknown ",,Japan,JPN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,292
2019,Afghanistan,AFG,Kazakhstan,KAZ,15,30,32,,144,10,,231,,14,33,36,,164,10,257,,,488
2019,"Syrian Arab Rep.",SYR,Kazakhstan,KAZ,0,0,0,,0,0,,0,,0,5,0,,5,0,10,,,10
2019,Uzbekistan,UZB,Kazakhstan,KAZ,0,0,0,,5,0,,5,,0,0,5,,5,0,10,,,15
2019,Stateless,XXA,Kazakhstan,KAZ,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,8386
2019,Afghanistan,AFG,Kenya,KEN,0,0,0,,0,0,,0,,0,0,9,,0,0,9,,,9
2019,Burundi,BDI,Kenya,KEN,472,545,351,,1247,36,,2651,,444,606,364,,1688,23,3125,,,5776
2019,Congo,COG,Kenya,KEN,9,5,0,,21,0,,35,,8,0,0,,36,0,44,,,79
2019,"Dem. Rep. of the Congo",COD,Kenya,KEN,1890,2264,2040,,6696,250,,13140,,1955,2436,1980,,8394,181,14946,,,28086
2019,Eritrea,ERI,Kenya,KEN,13,45,40,,323,10,,431,,27,54,35,,293,26,435,,,866
2019,Ethiopia,ETH,Kenya,KEN,1406,1978,1285,,4538,201,,9408,,1545,2022,1397,,4948,232,10144,,,19552
2019,"Cote d'Ivoire",CIV,Kenya,KEN,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Iraq,IRQ,Kenya,KEN,0,0,0,,0,0,,0,,0,5,0,,0,0,5,,,5
2019,"Sri Lanka",LKA,Kenya,KEN,0,0,0,,0,0,,0,,0,0,0,,9,0,9,,,9
2019,Mozambique,MOZ,Kenya,KEN,0,0,0,,8,0,,8,,0,0,0,,0,0,0,,,8
2019,Nigeria,NGA,Kenya,KEN,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,Pakistan,PAK,Kenya,KEN,0,0,0,,0,0,,0,,0,0,0,,9,0,9,,,9
2019,Rwanda,RWA,Kenya,KEN,25,46,34,,222,15,,342,,21,52,48,,244,25,390,,,732
2019,Somalia,SOM,Kenya,KEN,18749,30375,21557,,56916,4757,,132354,,19716,31384,23191,,46560,4561,125412,,,257766
2019,Sudan,SDN,Kenya,KEN,124,225,204,,653,11,,1217,,145,296,307,,1592,12,2352,,,3569
2019,"South Sudan",SSD,Kenya,KEN,7699,14446,10928,,23170,1202,,57445,,7971,16372,15896,,23312,414,63965,,,121410
2019,"Syrian Arab Rep.",SYR,Kenya,KEN,0,0,0,,0,0,,0,,0,0,0,,5,0,5,,,5
2019,"United Rep. of Tanzania",TZA,Kenya,KEN,0,0,0,,0,0,,0,,5,0,5,,5,0,15,,,15
2019,Turkey,TUR,Kenya,KEN,0,8,0,,12,0,,20,,11,0,0,,10,0,21,,,41
2019,Uganda,UGA,Kenya,KEN,34,65,34,,208,5,,346,,33,58,42,,383,27,543,,,889
2019,Yemen,YEM,Kenya,KEN,0,0,0,,10,5,,15,,0,9,0,,35,0,44,,,59
2019,Zimbabwe,ZWE,Kenya,KEN,0,0,0,,0,0,,0,,5,0,0,,0,0,5,,,5
2019,Stateless,XXA,Kenya,KEN,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,18500
2019,Afghanistan,AFG,Kyrgyzstan,KGZ,14,14,10,,62,5,,105,,12,22,15,,73,0,122,,,227
2019,Iraq,IRQ,Kyrgyzstan,KGZ,0,0,0,,0,0,,0,,0,0,0,,6,0,6,,,6
2019,"Syrian Arab Rep.",SYR,Kyrgyzstan,KGZ,0,5,5,,18,0,,28,,0,6,5,,47,0,58,,,86
2019,Tajikistan,TJK,Kyrgyzstan,KGZ,0,0,5,,0,0,,5,,0,0,0,,0,0,0,,,5
2019,Ukraine,UKR,Kyrgyzstan,KGZ,0,0,0,,8,5,,13,,5,0,0,,5,0,10,,,23
2019,Stateless,XXA,Kyrgyzstan,KGZ,0,5,0,,33,0,,38,,0,0,5,,15,0,20,,,58
2019,Afghanistan,AFG,"Rep. of Korea",KOR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,41
2019,Algeria,DZA,"Rep. of Korea",KOR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,6
2019,Angola,AGO,"Rep. of Korea",KOR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,5
2019,Egypt,EGY,"Rep. of Korea",KOR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,34
2019,Burundi,BDI,"Rep. of Korea",KOR,0,0,0,,0,0,,0,,0,0,0,,0,0,0,,,39
